corpus: preloaded/ententen20_tt31_1
subcorpus: English Wikipedia
size: 1082464
query: Query:[lempos_lc="(create)-v"], GDEX:1000
Reference,Sentence
wikipedia.org | <s> It was created in 1954, combining four smaller districts. </s> 
wikipedia.org | <s> His scientific interests were designing new powerful completely mechanized steel works; creating advanced typical metallurgical aggregates; intensifying metallurgical processes, especially by means of oxygen; elaborating and introducing the basic oxygen process; and assimilation and multi-purpose utilization of new kinds of metallurgical raw materials. </s> 
wikipedia.org | <s> He also produced and wrote albums for hard rock and glam metal bands Babylon A.D., Baton Rouge, Doro and for his own band Surgin', which he had created in 1985 at the insistence of his then managers. </s> 
wikipedia.org | <s> Now there are many inhabitants of the area and it has created a great job opportunity for the people of Jaipur and Rajasthan. </s> 
wikipedia.org | <s> It is also an art, culture and tourism center, created by local artist and architect, César Manrique, and managed by the government of Lanzarote. </s> 
wikipedia.org | <s> During his political career, Thompson was assisted in projects for the expansion of Highway 59, improving local roads in Sugar Land, the creation of the Sugar Land Town Square, improving the Sugar Land Regional Airport; expanding the Sugar Land park system ( creating the Imperial, Oyster Creek, and Eldridge parks), and acquiring land for the Brazos River Corridor. </s> 
wikipedia.org | <s> After a brilliant academic career, Dr. Gerdemann retired from the University in 1981, moved to Yachats and purchased about an acre of land next to the Siuslaw National Forest, where he created a botanical garden called The Gerdemann Botanical Garden. </s> 
wikipedia.org | <s> In 1470–1472, Colombe created the miniatures of the Heures de Louis de Laval; around 1475, he illuminated the crusader chronicles, Les Passages d'oultre mer du noble Godefroy de Bouillon, du bon roy Saint Loys et de plusieurs vertueux princes, by Sébastien Mamerot. </s> 
wikipedia.org | <s> In 1830 he became Cuvier's substitute as lecturer on human anatomy at the Jardin du Roi, and in 1832 was elected to the post of titular professor, which he vacated for the professorship of comparative anatomy created for him at the museum of the Jardin the same year. </s> 
wikipedia.org | <s> He developed his skills after watching his mother sew and began making clothes for friends and family as a young teenager, also learning how to create his own patterns. </s> 
wikipedia.org | <s> The ads, which were intended to create buzz for Windows in support of the subsequent "I'm a PC" advertisements, began airing in mid-September 2008. </s> 
wikipedia.org | <s> From 2009 through 2010, he was the chef creating several dishes during the show Förkväll which was broadcast on TV4, and also appeared in Nyhetsmorgon. </s> 
wikipedia.org | <s> Crosby noted that while many others believed Jesus' miracles, there is no record of these "signs" convincing John, who continued a separate baptismal ministry, creating disciples resulting in a community that still exists in parts of the Middle East. </s> 
wikipedia.org | <s> Mr. Terrific had managed to create a one-time use machine which destroys all the Black Lanterns in New York city, Johnny included. </s> 
wikipedia.org | <s> The Journal of Creating Value is a peer reviewed academic journal that focusses on creating value for customers and in turn creating value for the company and its stakeholders. </s> 
wikipedia.org | <s> Also relocating to Dallas from Phoenix was Tom Duran as the Sales Manager and a major player in helping create The EDGE's promotion and concerts. </s> 
wikipedia.org | <s> The sculpture and the coat of arms were created by Bronius Pundzius . The first floor windows are covered with grates more as a decoration than for security – without them the large windows looked more like display windows. </s> 
wikipedia.org | <s> Priceless Secrets from The Soul of A Woman, in which Price created the role of Sheila alongside Tyler Perry who used the song titles and lyrical content of Price's hit recordings to develop the story. </s> 
wikipedia.org | <s> The role began a short acting career for Ward; when Travolta was cast in the 1978 film Grease, Ward was cast as Putzie, a character created especially for the film. </s> 
wikipedia.org | <s> Keokuk National Cemetery was created in a separate, donated plot of Oakland Cemetery during the American Civil War as a place to inter veterans who died in the five military hospitals in the area. </s> 
wikipedia.org | <s> Francisco Guterres was succeeded by his sister Verónica I Guterres Kandala Kingwanga, whose long rule from 1681 to 1721 consolidated the control of the Guterres dynasty and created a lasting precedent for female rulers. </s> 
wikipedia.org | <s> In late 1960 an adjoining land parcel of 14.8 perches (370 m2) to the east was acquired and an easement was created , granting a right to light and air that would protect the views to the beach from Kinkabool's units. </s> 
wikipedia.org | <s> On the second and third rolls, the player may hold back dice from the previous rolls in order to create better scoring combinations. </s> 
wikipedia.org | <s> Frehley created the now-iconic logo, making the "SS" look like lightning bolts, when he went to write the new band name over "Wicked Lester" on a poster outside the club where they were going to play. </s> 
wikipedia.org | <s> After Snow White, Kreuk's agent sent an audition tape to screenwriters Alfred Gough and Miles Millar, who at the time were putting together the cast of a show they had created for the WB Network entitled Smallville. </s> 
wikipedia.org | <s> In 1965, the Syrian government decided to create an Arab cordon (Hizam Arabi) in the Jazira region along the Turkish border. </s> 
wikipedia.org | <s> However, as the ferry terminal at the Kyle of Lochalsh was 71 miles (114 km) from Stornoway, in 1970 Ross and Cromarty council voted to create a new £460,000 (equivalent to £7,167,700 in 2019) ferry terminal at Ullapool which was only 43 miles (69 km) from Stornoway. </s> 
wikipedia.org | <s> Measurable emissions of gravitational waves are expected from binary systems (collisions and coalescences of neutron stars or black holes), supernova explosions of massive stars (which form neutron stars and black holes), accreting neutron stars, rotations of neutron stars with deformed crusts, and the remnants of gravitational radiation created by the birth of the universe. </s> 
wikipedia.org | <s> On July 19, 2010, MGA Entertainment announced the launch of a line of doll toys, Bitty Buttons ( created by Amandine Consorti), featuring eight 13-inch original rag dolls. </s> 
wikipedia.org | <s> Lano and Woodley created their own television show called The Adventures of Lano and Woodley which debuted on Australian TV on ABC in 1997 with the episode "The Girlfriend". </s> 
wikipedia.org | <s> Another problem with the NIF lasers is that the flashtubes create a significant amount of heat, which warms the laser glass enough to cause it to deform. </s> 
wikipedia.org | <s> She created some controversy when she notified the National Arts Centre on September 24, 2008 that she would not be able to fulfill her role as Honorary Gala chair on October 4. </s> 
wikipedia.org | <s> For her, this process sets something undesirable aside, so that she can "investigate it, sculpt it, and create something outside of my body that is vividly physical, in subject and in form". </s> 
wikipedia.org | <s> West is renowned for helping popularize the Gibson Les Paul Jr. guitar with P-90 pickups, along with the use of Sunn Amplifiers, to create a tone which became his trademark sound. </s> 
wikipedia.org | <s> The Czechs of Bohemia joined newly established Czechoslovakia on 29 October 1918 whilst the Germans wanted to create independent German Austria on 12 November 1918, both citing Woodrow Wilson's Fourteen Points and the doctrine of self-determination. </s> 
wikipedia.org | <s> He also suffered a horrific childhood of his family murdering each other for succession, so he forged a pact with his brother V.V. to create a world without lies. </s> 
wikipedia.org | <s> He was aided by the chaos created by an Allied strike on the laboratory he was working in and managed to escape in the confusion. </s> 
wikipedia.org | <s> Finding his target, Ryuga introduces himself before fighting Washizu as he forced to defend himself with ever slash made on him creating a golden shock wave that overwhelms his opponent. </s> 
wikipedia.org | <s> Believing that humans and darkness are intertwined, Agō steals the severed arm of the Horror Degol from its resting place to achieve his goal to create a world without Horrors by wiping out all of humanity. </s> 
wikipedia.org | <s> Lidagat has the ability to create, shape and manipulate water at will: can manipulate tide, create tsunamis, create downpours and command sea creatures according to her will. </s> 
wikipedia.org | <s> Unable to leave the city as a result, Shinigami creates DWMA to train meisters and weapons to prevent more kishin from surfacing, and to create death scythes to help him maintain the peace. </s> 
wikipedia.org | <s> This classification was made obsolete after the Air Transportation Office was replaced by the Civil Aviation Authority of the Philippines, the successor agency created by virtue of Republic Act No. 9497. </s> 
wikipedia.org | <s> The people in this list are famous in other areas of activity, but are known to have played chess, or have declared an interest in the game, or created works of art and literature in which the game is prominently featured. </s> 
wikipedia.org | <s> Created by J. H. Wyman, this series featured the partnership between human and android police officers in a future where technology had advanced human life, but also future stratified society. </s> 
wikipedia.org | <s> After launching a pilot in Bogota in collaboration with Liter of Light Switzerland in February 2012, a local Bogota organization was created . </s> 
wikipedia.org | <s> Liu was moved to create his "Hiding in the City" series after the destruction of the Beijing artists' village Suo Jia Cun in November 2005. </s> 
wikipedia.org | <s> With the exception of crown prince Liu Che, who later ascended the throne as Emperor Wu, Emperor Jing created all his other sons kings with their own fiefdoms. </s> 
wikipedia.org | <s> Once the string of coins changed hands, it created a new iconography for Liu's enlightenment by Zhongli Quan stacking up eggs and coins to represent the precariousness of human existence (Jing 1996: 216, Pas and Leung 1998: 211). </s> 
wikipedia.org | <s> The circuit court agreed with LizardTech that claim 21 was in fact directed to creating a seamless DWT, but nevertheless decided that claim 21 was invalid. </s> 
wikipedia.org | <s> In theory this would create a tremendous amount of downforce, so the chassis would have to be built to be more structurally rigid than that of the Lotus 79. </s> 
wikipedia.org | <s> By creating an unprecedented tax-incentived mechanism wherein each investor received a specially personalised Lotus Turbo Esprit, the new American company, Lotus Performance Cars Inc. (LPCI), was able to provide fresh capital to the Group Lotus in the United Kingdom. </s> 
wikipedia.org | <s> In 1990, he resigned from that institution and, with a group of colleagues, created the Institute of Contemporary Psychoanalysis (ICP) where he was the Founding President from 1990 to 1993. </s> 
wikipedia.org | <s> The Indian gaming portal Zapak.com created a microsite for the movie with a game, "Luck by Chance - Lucky Break". </s> 
wikipedia.org | <s> Having watched the Dungeons & Dragons games started by Mike Mornard, one of the original testers for D&D, when he moved to Minneapolis from Lake Geneva, Barker resolved to create his own ruleset based on his own created world and the game mechanics from D&D. After six weeks, this was self-published in August 1974 as Empire of the Petal Throne and play commenced forthwith, including such occasional members as Dave Arneson – who singled out Barker and Tekumel as being his favorite GM and roleplaying game, respectively – from early days. </s> 
wikipedia.org | <s> He added that his god MC track got more people talking about the content of songs than they were doing before. god MC also talked about the state of Ghana's pop culture, with the rapper bemoaning our "move from Inspector Bediako to Kunkum Bagya," a reference to the country's departure from creating real authentic Ghanaian productions to dubbing foreign films into local languages. </s> 
wikipedia.org | <s> In Summer 2015, MTV rebranded the channels identity focusing on MTVBump.com initiative and allowing more social friendly idents created by MTV viewers. </s> 
wikipedia.org | <s> When his children grew up and his sons returned from army service during World War II, Cantor Malavsky decided to appear together with his family, creating a choir from his two sons - Avraham (Albert) and Morton - and his four daughters - Goldie (Gloria), Gittele (Trudie), Ruth and Menucha (Minnie); the latter became known as the Four Chazentes. </s> 
wikipedia.org | <s> Manhattan Valley occupies a natural depression running east–west across Manhattan, declining rapidly from high rocky bluffs at the western border of modern Central Park, and following west the valley created by what was once a minor stream draining from roughly the area of the Harlem Meer into the Hudson River. </s> 
wikipedia.org | <s> Maron, a television series created by and starring Maron for a 10-episode first season, premiered on IFC on May 3, 2013. </s> 
wikipedia.org | <s> From 1999-2003, as a member of the Conservatory of Music at Brooklyn College Electroacoustic Ensemble, Oppedisano used the facility at the Brooklyn College Center for Computer Music (BC-CCM) to create his electroacoustic works focusing on sounds derived only from electric guitar and electric bass. </s> 
wikipedia.org | <s> After receiving a residency in Japan in 1993, her work shifted toward an exploration of public space, creating installations and experimental interactive works. </s> 
wikipedia.org | <s> Such exceptions can create conflicts between age of consent laws and the marriage age, with most statutory rape laws creating exceptions for minors engaged in a sexual relationship with their lawful spouse - although such minors would otherwise not be able to legally consent to sex. </s> 
wikipedia.org | <s> Thus Vinzent thinks that from this, the basis was created for the establishment of the Pauline Epistles as canon, through the connection of the later four canonical gospels with origins of the wider New Testament, in which the Acts of the Apostles are found at the end. </s> 
wikipedia.org | <s> In 2014, his production of Ball im Savoy opened at the Estonian National Opera; Sander directed, revised the text, made new orchestral arrangements and provided set and costume design, as well as created the role of Mustafa. </s> 
wikipedia.org | <s> An art exhibit, titled Marvel: Creating the Cinematic Universe, was displayed exclusively at the Queensland Gallery of Modern Art (GOMA) from May to September 2017. </s> 
wikipedia.org | <s> George Calvert, 1st Baron Baltimore (1580–1632), wished to create a haven for his fellow English Catholics in the New World. </s> 
wikipedia.org | <s> After graduating Ladensack created his production company Humanity Pictures with friend Kiko Suura, a film company dedicated producing high-quality media entertainment that raises awareness socially, culturally and environmentally. </s> 
wikipedia.org | <s> In life, Lewis had a very small house, at 10 ft × 12 ft (3.0 m × 3.7 m), and Walsh wished to be accurate in creating a replica, but the recreation of the house had to be enlarged to accommodate a film crew. </s> 
wikipedia.org | <s> The windows were made in collaboration with the stained-glass artist Marguerite Huré; Denis designed the figurative art in the center of each window, while Marguerite Huré created the window and the abstract glass designs around it. </s> 
wikipedia.org | <s> He was also involved in the destruction of the Munich cell of the Socialist Workers' Party of Germany and made contact with Catholic and monarchist resistance groups as part of the aim of the KPD to create a united peoples front, the Volksfront, to resist Hitler and the Nazis. </s> 
wikipedia.org | <s> In addition to the main campaign sequence, players may create their own levels with an included level editor and share them using Steam workshop. </s> 
wikipedia.org | <s> The latter two materials are combined to create the building's most distinctive feature, the proscenium-style arched window across the bottom two stories. </s> 
wikipedia.org | <s> According to the AFL at the time, mergers would create super-clubs which would retain at least some of the traditions and history of its former teams; clearly preferable to having both teams eventually financially collapse. </s> 
wikipedia.org | <s> For the partial sequences of the smaller and larger elements created in this way, the merge algorithm is again executed in parallel until the base case of the recursion is reached. </s> 
wikipedia.org | <s> In North Carolina, a private endeavor is working to create a Metasequioa reserve on 50 acres of uplands in the Sauratown Mountains. </s> 
wikipedia.org | <s> South Australia, due to a large German immigration in the 19th century (to, for example, the town of Hahndorf), mettwurst (sometimes spelled "metwurst") is common: it is created in the northern German style and served as a cold cut. </s> 
wikipedia.org | <s> The popularity led to the creation of the first trios championship in Mexico when the Universal Wrestling Association (UWA) created the UWA World Trios Championship in 1984. </s> 
wikipedia.org | <s> As a teenager he played with and created toy theatre productions and was inspired to become an animator through viewing Hermína Týrlová's Vzpoura hraček (The Revolt of Toys, 1946) and discovering a book on DIY stop motion animation. </s> 
wikipedia.org | <s> From the Renaissance they began to be made in Italy, reaching the height of their popularity in the mid 19th century, when Rome was the centre of production; there was a Vatican Mosaic Studio from 1576, set up to create mosaic replicas of the altarpieces in St Peter's Basilica, which were being damaged by the humid conditions of the vast and crowded interior. </s> 
wikipedia.org | <s> Once the average player was able to easily create their own map, however, most "new" maps ended up as unoriginal knock-offs of the six original maps and Ocean. </s> 
wikipedia.org | <s> At present, there are no Microsoft released automated tools to assist in the creation of MAML - you need to create the XML files by hand. </s> 
wikipedia.org | <s> Midnight Madness (Austin, Texas) – The Austin game is played biannually and was created by several Austin transplants including two veterans from the Hot Springs game. </s> 
wikipedia.org | <s> Starting in 1869 with the project to blast the reefs and create a port on Sand Island, the environment of Midway atoll has experienced profound changes. </s> 
wikipedia.org | <s> In September 1986, Bill Boston created the 'Military Counseling Project – Mutlangen' in West Germany, offering an independent source of information about GI rights and discharge possibilities for US servicemembers. </s> 
wikipedia.org | <s> The album's artwork was created by frequent collaborator Steven R. Gilmore, who used an image he had snapped of a porn actress he saw writhing on TV. </s> 
wikipedia.org | <s> The group merged the resources of Ming Pao New York and the New York Free Newspaper to create Ming Pao Daily Free News (New York) (Chinese: 明報(紐約)免費報), serving the Chinese community along the US East Coast. </s> 
wikipedia.org | <s> In June 2011, Mini USA collaborated with rock band Kiss to create a quartet of one-off Countryman crossovers themed after the band. </s> 
wikipedia.org | <s> Tracks can also be created with external image editing programs, and you use the in-game "Track Editor" to apply different land physics, like mud, sand, and of course, tarmac. </s> 
wikipedia.org | <s> On 25 July, Chris Lowe himself created a new version of the track using the software and uploaded it onto the U-MYX website. </s> 
wikipedia.org | <s> The Ministry aims to create a healthy work environment for higher production and productivity and to develop and coordinate vocational skill training and employment. </s> 
wikipedia.org | <s> This technology was created by the Royal Canadian Mint, backed by the Government of Canada and denominated in a variety of fiat currencies. </s> 
wikipedia.org | <s> Introduced as a part of a package of "lawful access" proposals, Modernization of Investigative Techniques Act (MITA) if passed, would have required telephone and internet service providers to design, create and maintain interception capabilities into existing networks and into new technologies as they are introduced into Canada. </s> 
wikipedia.org | <s> It gave access to a gate zwinger created by a wall which included the gate tower, stretched westwards, turned south following a semicircular plan, and connected to the castle at the westernmost vaulted building. </s> 
wikipedia.org | <s> During World War I, a military unit known as the "Welland Canal Force" (or, sometimes, the "Welland Canal Protection Force") was created to protect critical shipping links in Niagara, including this bridge. </s> 
wikipedia.org | <s> The toy can be configured to create other animal sounds such as the mewing of a cat, the sound of a bird, or the bleat of a sheep. </s> 
wikipedia.org | <s> Thus, Mormons deny ex nihilo creation and instead believe that God created or "organized" the universe out of pre-existing elements. </s> 
wikipedia.org | <s> Since it is believed that whatever the gods touch would create fire, carpets became a symbolic necessity for the king to walk upon. </s> 
wikipedia.org | <s> In July 2018, the South Korean government announced that it would create and regulate mukbang guidelines by launching the "National Obesity Management Comprehensive Measures". </s> 
wikipedia.org | <s> Created in 1868 by philanthropists industrialists, led by Charles Thierry-Mieg son, he was successively the property of the Cercle mulhousien, of the Industrial Society of Mulhouse, and then of the City from 1893. </s> 
wikipedia.org | <s> In an article for Motherboard, he revealed that GCHQ's Joint Threat Research Intelligence Group (JTRIG), had been involved with online sockpuppetry by creating a series of fake Twitter accounts and an URL shortener which was used as a honeypot for dissidents during the Arab spring, having been targeted by JTRIG himself. </s> 
wikipedia.org | <s> In December 2007, Enterbrain published the first volume of the manga adaptation created by Rize Shinba in its B's LOG Comics imprint. </s> 
wikipedia.org | <s> The amount of detail in the explanation provided in the story has created controversy among parents due to the accuracy with which Butler describes the act of sex. </s> 
wikipedia.org | <s> When creating the character for the episode, they wanted to give the character a personality who had much in common with both Mulder and Scully. </s> 
wikipedia.org | <s> He further expanded Operations Monti to create the Task Force Anti Illicit Immigration (TFAII) in 1963 to counter illegal immigration from South India. </s> 
wikipedia.org | <s> In September 2010, NYSE Euronext announced plans to create NYSE Blue, a new global company that will focus on environmental and sustainable energy markets. </s> 
wikipedia.org | <s> On 15 June 2010, the House of Commons voted to create a Backbench Business Committee, and one week later, Engel defeated Sir Alan Haselhurst 202 to 173 in a secret ballot of MPs to become its first chair. </s> 
wikipedia.org | <s> In the early days of the Republic of El Salvador, the Civil Guard was created in 1867, which then gave way to the National Guard in 1912. </s> 
wikipedia.org | <s> In response, National Police Gazette Enterprises, LLC, in partnership with the Bare Knuckle Boxing Hall of Fame of Belfast, NY, created the Police Gazette Boxing Corporation as the successor to the Police Gazette's original bare knuckle boxing sanctioning activities. </s> 
wikipedia.org | <s> In 1968 the Marine Corps requested that the Seabees make a name change from MCB as the Marine Corps was using MCB for Marine Corps Base, so the Navy created the NMCBs. </s> 
wikipedia.org | <s> Harbisson states that in the same way we can create optical illusions because we have eyes for the sense of sight, we should be able to create time illusions if we have an organ for the sense of time. </s> 
wikipedia.org | <s> There is evidence that the earliest Western musical notation, in the form of neumes in campo aperto (without staff-lines), was created at Metz around 800, as a result of Charlemagne's desire for Frankish church musicians to retain the performance nuances used by the Roman singers. </s> 
wikipedia.org | <s> While Owens wrote the constitution for the New Farmers of Virginia and helped lay the foundation for what would become a national organization, Sargent lobbied within the Department of Education to officially create an organization in segregated schools. </s> 
wikipedia.org | <s> The management has been criticized: while interviews with administration regarding Newark's schools were always positive, highlighting only the good aspects of the huge monetary donation, new contracts were being created , money was being hemorrhaged, and the district was going broke. </s> 
wikipedia.org | <s> The Newtown Precinct, a large township, was created in 1751, and Sussex County was created from Morris two years later on June 8, 1753. </s> 
wikipedia.org | <s> His very rich artistic production, from the second half of the 1920s to the beginning of the 1980s, was created inside his study in via Margutta. </s> 
wikipedia.org | <s> The Military Territory of Niger was subsequently created within the Upper Senegal and Niger colony (modern Burkina Faso, Mali and Niger) in December 1904 with its capital at Niamey, then little more than a large village. </s> 
wikipedia.org | <s> In the years after Mussorgsky's death, his friends prepared his manuscripts for publication and created performing editions of his unfinished works to enable them to enter the repertoire. </s> 
wikipedia.org | <s> This panorama was not discovered until the separate frames that compose it were studied by Tyrone Martinsson, who created this web version. </s> 
wikipedia.org | <s> Dirnt explained that the recording was much more loosely structured than previous albums, and that creating songs was the focus as opposed to making a cohesive record. </s> 
wikipedia.org | <s> French channel TF1 had been asking Luc Besson to create a TV show for them since 2005, but the filmmaker kept turning them down due to his unfamiliarity with television, which is also the reason he sold the rights for Transporter: The Series. </s> 
wikipedia.org | <s> This was created by the Welsh artist Sir William Goscombe John in 1923 and unveiled by the Prince of Wales (later Edward VIII); it is on the grounds of the Civic Centre at Barras Bridge. </s> 
wikipedia.org | <s> On November 8, the northward movement of a bomb cyclone associated with Typhoon Nuri's remnants shifted the jet stream far to the north, creating an omega block pattern, which allowed a fragment of the polar vortex to descend from Arctic region into lower Canada and the Eastern United States, affecting up to 200 million people with colder-than-normal temperatures and early snowstorms. </s> 
wikipedia.org | <s> The driver and the entrepreneur created a structure based on recognized professionals and quickly started to secure first-class results, making it possible for the Portuguese Racing team to fight with the more advanced teams in the FIA accredited championship that is the main feeder series for Formula One. </s> 
wikipedia.org | <s> In 1997, the Xiphophorus OggSquish was described as "an attempt both to create a flexible compressed audio format for modern audio applications as well as to provide the first audio format that is common on any and every modern computer platform". </s> 
wikipedia.org | <s> Ohio County was created out of Dearborn County, authorized by legislative action effective January 4, 1844 to resolve a dispute of county seat between Rising Sun and Lawrenceburg. </s> 
wikipedia.org | <s> Created in 1924, SR 216 originally consisted of the following current routes: SR 78 from Nelsonville north to Murray City, the entirety of today's SR 216 from Murray City northwest to New Straitsville, an overlap of SR 93 (formerly SR 75) from New Straitsville north to Shawnee, and SR 155 from Shawnee east to Corning. </s> 
wikipedia.org | <s> In 1680 the area of the district became part of Brandenburg, and the Holzkreis roughly covering the area of the Ohrekreis was created . </s> 
wikipedia.org | <s> The arpeggio at the beginning of the track was created by David Sancious during a pause from his work with Gabriel for The Last Temptation of Christ, while Pino Daniele contributed with his guitar and style. </s> 
wikipedia.org | <s> A horse is properly placed, on the bit, by creating impulsion (pushing power) from the rider's driving aids, and then containing this forward energy in the hands, via the reins and bit. </s> 
wikipedia.org | <s> She also specifically praised the crew, who she said "must be absolutely awesome" if they are able to create such an episode, while Hossington believed that the episode would not be completed to a greater standard if a different cast and crew created it. </s> 
wikipedia.org | <s> The Brundtland Report claimed that poverty reduces sustainability and accelerates environmental pressures – creating a need for the balancing between economy and ecology. </s> 
wikipedia.org | <s> Arianism – the belief that the Son of God did not always exist, but was created by–and is therefore distinct from–God the Father. </s> 
wikipedia.org | <s> Kosovo's unilateral declaration of independence in 2008 and its subsequent recognition by EU countries created a crisis for the DSS–DS government. </s> 
wikipedia.org | <s> This audio file was created from a revision of this article dated 18 June 2006 (2006-06-18), and does not reflect subsequent edits. </s> 
wikipedia.org | <s> Before Segovia, guitarists from the Tarrega school, played the guitar by putting the hand right in the soundhole of the instrument, thus creating a mellow sound, but not capable to fill the whole space of a big concert hall. </s> 
wikipedia.org | <s> The municipality was created in 1995, after the Bosnian War, out of the Republika Srpska-controlled portions of the pre-war municipality of Stolac (now in Federation of B&H). </s> 
wikipedia.org | <s> The airport first came under management by Aeropuertos y Serviciois Auxiliares in 1965 after the corporation was first created to manage airport terminals in Mexico. </s> 
wikipedia.org | <s> The Dodd–Frank Wall Street Reform and Consumer Protection Act is categorized into 16 titles and, by one law firm's count, it requires that regulators create 243 rules, conduct 67 studies, and issue 22 periodic reports. </s> 
wikipedia.org | <s> That day locals gathered at the home of Candido Azcona, resolving to create the first politically administrative organization in the region, and signing the charter, Commission for the Promotion of El Bolson . The elected members were: President Pedro Pascual Ponce: an Argentine born in the Province of San Luis. </s> 
wikipedia.org | <s> Realism, because it creates apparently subjective experiences that demonstrate the essential social realities that provoke them, is for Lukács the only defensible or valuable literary school of the early twentieth century. </s> 
wikipedia.org | <s> The modern town of Honjō was created within Kodama District, Saitama with the establishment of the municipalities system on April 1, 1889. </s> 
wikipedia.org | <s> The mascots are created by author Kari Werner and her husband illustrator Werner Grossmann from an idea of architect Javier Ramirez Campuzano, who had designed the corporate identity of the Mexico Pavilion for the 1994 Winter Olympic Games. </s> 
wikipedia.org | <s> EMBRAER alone, which was created by ITA's undergraduate alumni, currently employs hundreds of engineers from ITA, generating a positive net export balance of $1.529 billion in 2005, over 150 times the yearly investment made in ITA by the Brazilian Government. </s> 
wikipedia.org | <s> A new publishing house, Editura Ion Creangă, was created as a main publisher of children's literature, and its output included editions of Creangă's own works. </s> 
wikipedia.org | <s> In the episode "Feast," she brings an old Sentimonster, that Master Fu once created , back to life so Hawk Moth can akumatize the monster into Feast so it can eat all of the miraculous. </s> 
wikipedia.org | <s> For creating her pieces she uses found natural and industrial materials, such as feathers, shells, corrugated iron, and wire. </s> 
wikipedia.org | <s> Nick's only known public work outside Germany can be found in the Dutch city of Enschede, not far from Münster: in 1912 he was commissioned to create a monument in memory of the fire that fifty years earlier had burned down the town. </s> 
wikipedia.org | <s> The Malaysia–Thailand Joint Development Area is a 7,250 km square area in the Gulf of Thailand which was created as an interim measure to exploit the natural resources in the seabed or continental shelf claimed by the two countries and to share the proceeds equally. </s> 
wikipedia.org | <s> While at Harry Winston, Inc. Rare Timepieces Büsser had developed concept-style watches for the Opus series, which motivated him to create his own brand and focus on creating three-dimensional kinetic art that he calls "Horological Machines". </s> 
wikipedia.org | <s> In 1970, the Methodist Institute of Higher Education (Portuguese: Instituto Metodista de Ensino Superior–IMS) was created and in 1997, and the institution gained university status. </s> 
wikipedia.org | <s> At the Opéra-Comique, she created the role of La Vougne in Alexandre Georges' Miarka, on November 7, 1905 and also sang in this opera's premiere in London. </s> 
wikipedia.org | <s> The Montana District was formed in 1945 when the North Dakota and Montana District was divided, also creating the North Dakota District. </s> 
wikipedia.org | <s> He revisited the theme of the rake in his Clarissa (1748), and sought to create a "male Pamela" in Sir Charles Grandison (1753). </s> 
wikipedia.org | <s> In 1322 John XXII created the office of treasurer for the mint of Avignon, and its incumbent, little by little, made himself independent of the Camerlengo. </s> 
wikipedia.org | <s> The Papua New Guinea Independence Medal was created in 1975 to commemorate the transition from self-government to the full independence of Papua New Guinea. </s> 
wikipedia.org | <s> Most studios are not owned by engineers, but Brown purposefully wanted to create a studio that focused on this aspect of the recording process. </s> 
wikipedia.org | <s> Houses in Academy Hill, Greensburg: The Academy Hill Historic District was created by the National Park Service, in part, to recognize the houses Bartholomew designed in this traditionally elite neighborhood. </s> 
wikipedia.org | <s> During the 1920s, he created gardens in the area for the residences "Sylvan Mists", "Gabo", "La Vista" at Wentworth Falls, "Dean Park", and "Cheppen". </s> 
wikipedia.org | <s> The show was created for two reasons, according to Paul; the first was simply because there were no credible motoring television shows in Malaysia, at that period in time. </s> 
wikipedia.org | <s> On the March 30, 2008, the State Central Committee endorsed a plan to create a National Organizing Committee (NOC) and a national political party. </s> 
wikipedia.org | <s> One possible explanation is that the London Underground Piccadilly line Aldwych spur used to pass very close to the sub-stage areas of the theatre and it is noise from the tunnels that created the sound. </s> 
wikipedia.org | <s> Afonso V, because of influence of the Duke of Braganza, who became the political enemy of Peter's father, voided all laws created under Coimbra's regency. </s> 
wikipedia.org | <s> The production crew tried different methods with the actor to create a younger Walter, such as changes to his hair, make-up, and wardrobe; they ultimately decided on using "tabs" to keep the wrinkles in his face back. </s> 
wikipedia.org | <s> He worked to improve cultural tourism and create jobs in Humboldt County as an extension of his work with the Dell'Arte International school of theater arts. </s> 
wikipedia.org | <s> In 2009, it was announced Meade "will be the founding president and CEO of a newly created institute named for Senator Edward M. Kennedy ... the non-profit Edward M. Kennedy Institute for the United States Senate". </s> 
wikipedia.org | <s> The Teatro Dom Pedro, created in Art Deco style and inaugurated in 1933 by D'Angelo & Cia, is one of the largest in the state. </s> 
wikipedia.org | <s> Quna reveals to the player that she is chasing a dragon named Haddred, her childhood friend who was created by ARKS' "Void" laboratory, to be used as a living weapon but escaped from captivity. </s> 
wikipedia.org | <s> The softer palette created by the blend of the two fluegels with Myrick's tenor sax and Satterfield's trombone allowed the section to still play interesting countermelodies and staccato jabs (listen to the post-chorus instrumental breaks of Reasons for a prime example) without being obtrusive or overbearing. </s> 
wikipedia.org | <s> A short story on this theme is "The Jungle Rot Kid on the Nod" (1968): "if William S. rather than Edgar Rice had written Tarzan," Farmer also wrote Lord Tyger (1970) about a ruthless millionaire who tries to create a real Tarzan by having a child kidnapped and then brought up subject to the same tragic events which shaped Tarzan in the original books. </s> 
wikipedia.org | <s> Just then, the Phoenix Force which created the Burnt Place arrived and saved her from the giant buzzards while bonding to her. </s> 
